avg_size,len,bytes,long_enough,arm_chosen,delta_bmr,stored,type_idx
64107.6,1033,66223104,0,0,0,0,8
23218.8,1864,43279872,0,0,0,0,8
51233.4,1057,54153728,0,0,0,0,8
17173.2,1328,22806016,0,0,0,0,8
34624.9,1002,34694144,0,0,0,0,8
16016.2,1069,17121280,0,0,0,0,8
45049.6,1047,47166976,0,0,0,0,8
35461.1,1135,40248320,0,0,0,0,8
63715.9,1038,66137088,0,0,0,0,8
25332.8,1326,33591296,0,0,0,0,8
13940.8,1512,21078528,0,0,0,0,8
37852.8,1092,41335296,0,0,0,0,8
36682.9,1026,37636608,0,0,0,0,8
22754.8,1219,27738112,0,0,0,0,8
34572.9,1009,34884096,0,0,0,0,8
57801.1,1017,58783744,0,0,0,0,8
41284.4,1621,66921984,0,0,0,0,8
24929.3,1465,36521472,0,0,0,0,8
67898.3,1168,79305216,0,0,0,0,8
38943.6,1199,46693376,0,0,0,0,8
30461.6,1076,32776704,0,0,0,0,8
74658,1013,75628544,0,0,0,0,8
30302.6,1110,33635840,0,0,0,0,8
79641.3,1034,82349056,0,0,0,0,8
29530.5,1015,29973504,0,0,0,0,8
24840.9,1813,45036544,0,0,0,0,8
62086.3,1003,62272512,0,0,0,0,8
28118.5,1369,38494208,0,0,0,0,8
45736.1,1002,45827584,0,0,0,0,8
31752.9,1270,40326144,0,0,0,0,8
23603.6,1140,26908160,0,0,0,0,8
44475,1395,62042624,0,0,0,0,8
7666.55,4340,33272832,1,1,0,0,8
4564.3,5436,24811520,0,0,0,0,8
17096.1,1131,19335680,0,0,0,0,8
14705.8,1001,14720512,0,0,0,0,8
28855.8,1003,28942336,0,0,0,0,8
8049.42,2431,19568128,0,0,0,0,8
220185,1002,220625408,0,0,-0.00013928,0,8
57977.2,2188,126854144,0,0,0,0,0
64420.8,1010,65064960,0,0,0,0,0
44874.4,1015,45547520,0,0,0,0,8
31629.1,1025,32419840,0,0,0,0,8
15899.5,2235,35535360,0,0,0,0,8
22404.2,1117,25025536,0,0,0,0,8
29763,1031,30685696,0,0,0,0,8
31819.6,2263,72007680,0,0,0,0,8
23172,1024,23728128,0,0,0,0,8
46555.5,1177,54795776,0,0,0,0,8
26036.5,1024,26661376,0,0,0,0,8
34389.5,1006,34595840,0,0,0,0,8
23171.6,1128,26137600,0,0,0,0,8
19139.4,1030,19713536,0,0,0,0,8
28057.9,1173,32911872,0,0,0,0,8
13049.6,1046,13649920,0,0,0,0,2
12325.7,1845,22740992,0,0,0,0,2
3125.76,5886,18398208,0,0,0,0,8
4150.28,8867,36800512,0,0,0,0,8
5950.05,1019,6063104,0,0,0,0,9
5222.22,1162,6068224,0,0,0,0,9
5623.85,1194,6714880,0,0,0,0,9
5208.84,1337,6964224,0,0,0,0,9
4406.44,1768,7790592,0,0,0,0,9
4459.4,1995,8896512,0,0,0,0,9
4108.32,5734,23557120,0,0,0,0,9
6345.62,1257,7976448,0,0,0,0,9
6007.61,1633,9810432,0,0,0,0,9
4442.09,1040,4619776,0,0,0,0,9
6337.39,1104,6996480,0,0,0,0,9
7522.57,1457,10960384,0,0,0,0,9
7003.29,1147,8032768,0,0,0,0,9
5316.34,1416,7527936,0,0,0,0,9
6115.3,1124,6873600,0,0,0,0,9
4416.65,2352,10387968,0,0,0,0,9
4779.73,1446,6911488,0,0,0,0,9
4115.24,5190,21358080,0,0,0,0,9
4162.11,3222,13410304,0,0,0,0,9
17601.3,1004,17671680,0,0,0,0,9
12759.2,1429,18232832,0,0,0,0,9
12847.1,1012,13001216,0,0,0,0,9
4871.03,1493,7272448,0,0,0,0,9
8126.64,1081,8784896,0,0,0,0,9
6975.49,1008,7031296,0,0,0,0,9
15036,1005,15111168,0,0,0,0,9
21115.3,1051,22192128,0,0,0,0,9
79373.8,1002,79532544,0,0,0,0,9
61112.7,1214,74190848,0,0,0,0,9
4117.85,31845,131132928,1,1,4.13751e-05,0,9
6977.45,1674,11680256,0,0,0,0,9
3198.7,1673,5351424,0,0,0,0,9
3168.73,11126,35255296,1,1,0,0,9
5435.14,45511,247358464,0,0,0,0,9
2162.29,16732,36179456,0,0,0,0,9
4966.44,1397,6938112,0,0,0,0,9
4555.82,1462,6660608,0,0,0,0,9
2685.96,1760,4727296,0,0,0,0,9
2027.37,21496,43580416,1,1,-0.000207833,0,9
20312.7,1001,20333056,0,0,0,0,9
73771,1001,73844736,0,0,0,0,9
140857,1004,141420544,0,0,0,0,9
181138,1002,181500416,0,0,0,0,9
150790,1004,151393280,0,0,0,0,9
150151,1023,153604608,0,0,0,0,9
5120.36,17034,87220224,1,1,0,0,9
4105.33,32934,135204864,1,1,0,0,9
9873.06,1013,10001408,0,0,0,0,9
3170.1,50000,158504960,1,1,0.000139736,0,9
2658.18,28180,74907648,1,1,0,0,9
2646.31,5250,13893120,1,1,0,0,9
2112.85,26005,54944768,1,1,0,0,9
4449.98,1228,5464576,0,0,0,0,9
8168.49,1263,10316800,0,0,0,0,9
90113.5,1002,90293760,0,0,0,0,9
69046.6,537,37078016,0,0,0,0,9
2129.59,4600,9796096,0,0,0,0,9
7000.93,1330,9311232,0,0,0,0,9
2687.47,6740,18113536,0,0,0,0,9
41508.8,1195,49603072,0,0,0,0,9
4677.08,2446,11440128,0,0,-0.342728,0,9
6484.76,1480,9597440,0,0,0,0,9
5068.3,1119,5671424,0,0,0,0,9
3690.97,1345,4964352,0,0,0,0,9
9409.27,1208,11366400,0,0,0,0,9
5181.68,1104,5720576,0,0,0,0,9
5153.22,1125,5797376,0,0,0,0,9
5566.51,2017,11227648,0,0,0,0,9
6842.11,1381,9448960,0,0,0,0,9
6160.37,1470,9055744,0,0,0,0,9
6631.19,1197,7937536,0,0,0,0,9
3606.97,1672,6030848,0,0,0,0,9
16985.4,722,12263424,0,0,0,0,9
6023.7,1047,6306816,0,0,0,0,9
4360.58,1552,6767616,0,0,0,0,9
53881.7,1279,68914688,0,0,-9.13544e-05,0,9
7134.74,1324,9446400,0,0,0,0,9
4402.81,2393,10535936,0,0,0,0,9
12324.2,1102,13581312,0,0,0,0,9
4667.85,3088,14414336,0,0,-0.0628067,0,9
9474.07,1730,16390144,0,0,0,0,9
3762,1490,5605376,0,0,0,0,9
7915.67,1045,8271872,0,0,0,0,9
4589.81,3011,13819904,0,0,0,0,9
6951.5,1147,7973376,0,0,0,0,9
5113.16,2170,11095552,0,0,0,0,9
4084.09,1075,4390400,0,0,0,0,9
7772.87,1031,8013824,0,0,0,0,9
4898.11,1816,8894976,0,0,0,0,9
7717.06,1188,9167872,0,0,0,0,9
4909.67,1222,5999616,0,0,0,0,9
5084.6,1996,10148864,0,0,0,0,9
8441.59,1358,11463680,0,0,0,0,9
4821.33,1560,7521280,0,0,0,0,9
6530.22,1673,10925056,0,0,0,0,9
5622.68,1099,6179328,0,0,0,0,9
7512.81,1277,9593856,0,0,0,0,9
4632.77,2067,9575936,0,0,0,0,9
6935.35,1228,8516608,0,0,0,0,9
4409.87,3145,13869056,0,0,0,0,9
7062.6,1127,7959552,0,0,0,0,9
7487.2,1681,12585984,0,0,0,0,9
5584.63,1697,9477120,0,0,0,0,9
169672,1083,183754752,0,0,-0.000121427,0,9
3974.85,3140,12481024,0,0,-0.00635762,0,9
4001.85,3339,13362176,0,0,0,0,9
5980.46,1581,9455104,0,0,0,0,9
3623.33,5090,18442752,1,1,0.0188732,1,9
3691.04,3219,11881472,0,0,0,0,9
4634.71,1783,8263680,0,0,0,0,9
3952.4,1444,5707264,0,0,0,0,9
6219.63,1178,7326720,0,0,0,0,9
6374.87,2588,16498176,0,0,0,0,9
3717.12,2523,9378304,0,0,0,0,9
3452.31,4055,13999104,0,0,0,0,9
3676.89,3285,12078592,0,0,0,0,9
4159.53,1370,5698560,0,0,0,0,9
6038.56,3098,18707456,0,0,0,0,9
4118.51,1456,5996544,0,0,0,0,9
3566.02,2392,8529920,0,0,0,0,9
5401.89,1918,10360832,0,0,0,0,9
3940.1,4854,19125248,0,0,0,0,9
4111.28,3149,12946432,0,0,0,0,9
5477.55,1021,5592576,0,0,0,0,9
9157.66,1018,9322496,0,0,0,0,9
6381.35,1016,6483456,0,0,0,0,9
5766.61,1046,6031872,0,0,0,0,9
5715.25,1722,9841664,0,0,0,0,9
10875.6,1520,16530944,0,0,0,0,9
4460.99,3824,17058816,0,0,0,0,9
4426.57,3124,13828608,0,0,0,0,9
18547,1006,18658304,0,0,0,0,9
4536.96,1254,5689344,0,0,0,0,9
3835.45,1631,6255616,0,0,0,0,9
4296.78,1298,5577216,0,0,0,0,9
3581.59,12935,46327808,1,1,0.00241865,0,9
3849.53,2445,9412096,0,0,0,0,9
8142.91,2326,18940416,0,0,0,0,9
4974.62,2673,13297152,0,0,0,0,9
5185.86,1034,5362176,0,0,0,0,9
3681.58,2592,9542656,0,0,0,0,9
3565.24,1556,5547520,0,0,0,0,9
3592.74,3750,13472768,0,0,0,0,9
3885.76,2182,8478720,0,0,0,0,9
3464.61,4606,15958016,0,0,0,0,9
6275.09,5554,34851840,1,1,-0.00697721,0,9
3417.08,15202,51946496,1,1,-0.000472827,0,9
14664.2,936,13725696,0,0,0,0,9
3608.05,20476,73878528,1,1,-0.0352672,0,9
7783.52,2374,18478080,0,0,0,0,9
3670.15,4612,16926720,0,0,0,0,9
4084.03,6972,28473856,0,0,0,0,9
4945.66,2975,14713344,0,0,0,0,9
3490.88,11508,40173056,0,0,0,0,9
6656.42,2430,16175104,0,0,0,0,9
3522.53,17676,62264320,1,1,-0.0521295,0,9
4143.73,1019,4222464,0,0,0,0,9
9115.37,1908,17392128,0,0,0,0,9
3614.65,5612,20285440,0,0,0,0,9
4343.79,5052,21944832,0,0,0,0,9
3390.75,4573,15505920,0,0,0,0,9
3667.05,4303,15779328,0,0,0,0,9
6151.18,2922,17973760,0,0,0,0,9
3519.37,14069,49513984,1,1,-0.00201149,0,9
3562.27,3864,13764608,0,0,0,0,9
23012.6,504,11598336,0,0,0,0,9
3626.28,16409,59503616,1,1,0.00753296,1,9
3546.61,4478,15881728,0,0,0,0,9
23399,492,11512320,0,0,0,0,9
3941.29,1572,6195712,0,0,0,0,9
4320.05,1314,5676544,0,0,0,0,9
3887.55,2891,11238912,0,0,0,0,9
4957.34,4051,20082176,0,0,0,0,9
3411.69,6540,22312448,0,0,0,0,9
3688.43,3878,14303744,0,0,0,0,9
5866.04,3288,19287552,0,0,0,0,9
3599.2,19471,70080000,1,1,-0.0491626,0,9
6488.59,4450,28874240,0,0,0,0,9
9264.44,1374,12729344,0,0,0,0,9
2232.23,2051,4578304,0,0,0,0,9
2108.64,3842,8101376,0,0,0,0,9
1846.39,7898,14582784,0,0,0,0,9
2501.18,1471,3679232,0,0,0,0,9
6966.31,4879,33988608,0,0,0,0,9
3209.77,16709,53632000,1,1,-0.0761407,0,9
22184,1009,22383616,0,0,0,0,9
4328.1,4659,20164608,0,0,0,0,9
3190.66,16479,52578816,1,1,-0.0376199,0,9
8508.35,4755,40457216,1,1,0,0,9
2347.77,14984,35179008,0,0,0,0,9
2605.52,1271,3311616,0,0,0,0,9
6377.54,5847,37289472,0,0,0,0,9
3248.9,17635,57294336,1,1,-0.200405,0,9
9197.77,4774,43910144,1,1,0,0,9
2349.53,14934,35087872,0,0,-0.0189317,0,9
2575.89,1321,3402752,0,0,0,0,9
23162.1,4931,114212352,1,1,0,0,9
3138.71,16049,50373120,1,1,0.0792215,1,9
8428.56,4595,38729216,1,1,0,0,9
2348.16,14446,33921536,0,0,0,0,9
2591.59,1264,3275776,0,0,0,0,9
26451.1,530,14019072,0,0,0,0,9
4357.19,3999,17424384,0,0,0,0,9
13619.7,1313,17882624,0,0,0,0,9
2491.51,14705,36637696,0,0,0,0,9
9008.63,4817,43394560,1,1,0,0,9
2418.11,13362,32310784,0,0,0,0,9
2242.21,2552,5722112,0,0,0,0,9
11002,1110,12212224,0,0,0,0,9
4176.45,4996,20865536,0,0,0,0,9
8158.16,4962,40480768,1,1,-0.224471,0,9
2320.17,10943,25389568,0,0,-0.158069,0,9
52323.6,468,24487424,0,0,0,0,9
4096,543,2224128,0,0,0,0,9
4371.95,3785,16547840,0,0,0,0,9
2413.53,12818,30936576,0,0,0,0,9
2276.82,3070,6989824,0,0,0,0,9
22653.5,461,10443264,0,0,0,0,9
4096,538,2203648,0,0,0,0,9
4394.42,3500,15380480,0,0,0,0,9
3209.24,15881,50966016,1,1,-0.0918279,0,9
9582.45,4302,41223680,1,1,0,0,9
14503.4,1040,15083520,0,0,0,0,9
2278.14,14078,32071680,0,0,0,0,9
47855.9,476,22779392,0,0,0,0,9
4096,761,3117056,0,0,0,0,9
4428.96,3137,13893632,0,0,0,0,9
2386.31,12767,30466048,0,0,0,0,9
2225.43,2170,4829184,0,0,0,0,9
11021.9,1053,11606016,0,0,0,0,9
3287.61,919,3021312,0,0,0,0,9
4293.13,5514,23672320,0,0,0,0,9
4544.34,5694,25875456,0,0,0,0,9
2404.41,9642,23183360,0,0,0,0,9
3283.03,1002,3289600,0,0,0,0,9
29049.1,558,16209408,0,0,0,0,9
4355.69,4022,17518592,0,0,0,0,9
2493.95,11085,27645440,0,0,0,0,9
1837.25,1273,2338816,0,0,0,0,9
2161.34,2846,6151168,0,0,0,0,9
39828.4,1137,45284864,0,0,0,0,9
3900,3388,13213184,0,0,0,0,9
3703.23,3122,11561472,0,0,0,0,9
3882.29,3172,12314624,0,0,0,0,9
3892.29,3099,12062208,0,0,0,0,9
4141.9,1718,7115776,0,0,0,0,9
4008.89,1440,5772800,0,0,0,0,9
4702.89,1241,5836288,0,0,0,0,9
4244.2,2757,11701248,0,0,0,0,9
3779.48,3033,11463168,0,0,0,0,9
4928.71,538,2651648,0,0,0,0,9
3710.36,2492,9246208,0,0,0,0,9
4341.35,1010,4384768,0,0,0,0,9
3911.2,2028,7931904,0,0,0,0,9
4096,563,2306048,0,0,0,0,9
3761.97,2408,9058816,0,0,0,0,9
4524.34,967,4375040,0,0,0,0,9
3738.62,2010,7514624,0,0,0,0,9
4309.54,1055,4546560,0,0,0,0,9
3630.44,1378,5002752,0,0,0,0,9
4210.88,1551,6531072,0,0,0,0,9
3007.87,1445,4346368,0,0,0,0,9
4447.82,1758,7819264,0,0,0,0,9
3243.66,689,2234880,0,0,0,0,9
5384.05,1590,8560640,0,0,0,0,9
10988.4,847,9307136,0,0,0,0,9
28634.8,1212,34705408,0,0,0,0,9
4096,2133,8736768,0,0,0,0,9
4541.6,2344,10645504,0,0,0,0,9
2745.16,11890,32640000,0,0,0,0,9
1968.87,4963,9771520,0,0,0,0,9
40038.3,806,32270848,0,0,0,0,9
4151.12,2378,9871360,0,0,0,0,9
4475.18,2949,13197312,0,0,0,0,9
24839.6,470,11674624,0,0,0,0,9
1952.86,10564,20630016,0,0,0,0,9
1936.99,5839,11310080,0,0,0,0,9
2256.32,3227,7281152,0,0,0,0,9
25783.4,494,12737024,0,0,0,0,9
4333.06,4406,19091456,0,0,0,0,9
21357.1,488,10422272,0,0,0,0,9
1985.41,11476,22784512,0,0,0,0,9
1994.83,4901,9776640,0,0,0,0,9
17004.1,767,13042176,0,0,0,0,9
4266.81,6115,26091520,0,0,0,0,9
21641.9,479,10366464,0,0,0,0,9
2030.61,5976,12134912,0,0,0,0,9
2114.35,3349,7080960,0,0,0,0,9
2418.69,7109,17194496,0,0,0,0,9
2920.42,1905,5563392,0,0,0,0,9
14084.8,2260,31831552,1,1,0,0,9
3988.58,1225,4886016,0,0,0,0,9
4009.96,1803,7229952,0,0,0,0,9
4023.26,1795,7221760,0,0,0,0,9
3999.45,1819,7275008,0,0,0,0,9
4010.76,1808,7251456,0,0,0,0,9
3993.4,2066,8250368,0,0,0,0,9
3907.35,1167,4559872,0,0,0,0,9
4003.87,1217,4872704,0,0,0,0,9
4074.21,1786,7276544,0,0,0,0,9
4046.39,1837,7433216,0,0,0,0,9
4049.28,1852,7499264,0,0,0,0,9
4032.69,1860,7500800,0,0,0,0,9
4005.53,1811,7254016,0,0,0,0,9
3489.51,1669,5824000,0,0,0,0,9
5720.75,1125,6435840,0,0,0,0,9
6239.37,510,3182080,0,0,0,0,9
7549.13,1694,12788224,0,0,0,0,9
3016.1,2830,8535552,0,0,0,0,9
3257.55,2075,6759424,0,0,0,0,9
11592.3,1254,14536704,0,0,0,0,9
5291.92,1498,7927296,0,0,0,0,9
1877.15,4693,8809472,0,0,0,0,9
36539.7,1304,47647744,0,0,-0.000996533,0,9
4276.44,1013,4332032,0,0,0,0,9
8714.96,1028,8958976,0,0,0,0,9
2363.62,5037,11905536,0,0,0,0,9
12548.8,952,11946496,0,0,0,0,9
2578.74,6255,16130048,0,0,0,0,9
6555.88,1662,10895872,0,0,0,0,9
4812.22,4064,19556864,0,0,0,0,9
3345.62,1409,4713984,0,0,0,0,9
8446.29,1941,16394240,0,0,0,0,9
4059.1,2123,8617472,0,0,0,0,9
2403.86,3384,8134656,0,0,0,0,9
6745.14,1930,13018112,0,0,0,0,9
5103.51,1925,9824256,0,0,0,0,9
2495.84,3687,9202176,0,0,0,0,9
14968.3,1043,15611904,0,0,0,0,9
4987.01,1001,4992000,0,0,0,0,9
8794.42,1693,14888960,0,0,0,0,9
4082.86,1792,7316480,0,0,0,0,9
3442.08,2179,7500288,0,0,0,0,9
11205.1,1104,12370432,0,0,0,0,9
4181.93,715,2990080,0,0,0,0,9
4216.76,2103,8867840,0,0,0,0,9
1845,1140,2103296,0,0,0,0,9
2318.99,2938,6813184,0,0,0,0,9
7675.92,1130,8673792,0,0,0,0,9
4600.59,2280,10489344,0,0,0,0,9
2751.42,1653,4548096,0,0,0,0,9
6307.16,1001,6313472,0,0,0,0,9
5316.35,1648,8761344,0,0,0,0,9
2600.64,3439,8943616,0,0,0,0,9
1899.94,2348,4461056,0,0,0,0,9
90625.5,672,60900352,0,0,-0.00124298,0,9
3939.76,1124,4428288,0,0,0,0,9
3836.63,3117,11958784,0,0,0,0,9
3797.16,4631,17584640,0,0,0,0,9
6944.88,436,3027968,0,0,0,0,9
4157.24,602,2502656,0,0,0,0,9
4030.62,1856,7480832,0,0,0,0,9
3479.91,2420,8421376,0,0,0,0,9
6090.6,1141,6949376,0,0,0,0,9
5980.02,1021,6105600,0,0,0,0,9
3525.17,1201,4233728,0,0,0,0,9
5467.64,595,3253248,0,0,0,0,9
3619.33,1029,3724288,0,0,0,0,9
4711.37,1897,8937472,0,0,0,0,9
6382.19,1466,9356288,0,0,0,0,9
7429.87,1046,7771648,0,0,0,0,9
7210.87,1063,7665152,0,0,0,0,9
4922.63,1930,9500672,0,0,0,0,9
5640.39,1037,5849088,0,0,0,0,9
7017.41,1241,8708608,0,0,0,0,9
14390.7,1030,14822400,0,0,0,0,9
4473.96,2036,9108992,0,0,0,0,9
4779.66,1378,6586368,0,0,0,0,9
4886.4,1646,8043008,0,0,0,0,9
3802.32,3241,12323328,0,0,0,0,9
4033.22,2365,9538560,0,0,0,0,9
4138.48,1832,7581696,0,0,0,0,9
4446.48,4200,18675200,0,0,0,0,9
4939.56,1572,7764992,0,0,0,0,9
4904.47,1632,8004096,0,0,0,0,9
4020.28,3347,13455872,0,0,0,0,9
4727.13,1702,8045568,0,0,0,0,9
3521,1918,6753280,0,0,0,0,9
3915.37,1267,4960768,0,0,0,0,9
4882.29,1624,7928832,0,0,0,0,9
3127.57,1511,4725760,0,0,0,0,9
3755.78,1842,6918144,0,0,0,0,9
4138.61,2403,9945088,0,0,0,0,9
5391.22,1816,9790464,0,0,0,0,9
7994.17,1426,11399680,0,0,0,0,9
6884.06,1237,8515584,0,0,0,0,9
80644.1,1892,152578560,0,0,-0.00146166,0,9
3557.77,2440,8680960,0,0,0,0,9
5255.53,646,3395072,0,0,0,0,9
3493.3,7056,24648704,0,0,0,0,9
4207.31,5391,22681600,0,0,0,0,9
3312.33,5882,19483136,0,0,0,0,9
3893.49,11294,43973120,1,1,0,0,9
3906.52,11827,46202368,1,1,0,0,9
3899.71,11276,43973120,1,1,0,0,9
5316.96,3200,17014272,0,0,0,0,9
3109.96,5328,16569856,0,0,0,0,9
3453.62,3012,10402304,0,0,0,0,9
5269.47,3511,18501120,0,0,0,0,9
3165.43,3962,12541440,0,0,0,0,9
3401.79,3799,12923392,0,0,0,0,9
7746.89,1194,9249792,0,0,0,0,9
3502.1,2663,9326080,0,0,0,0,9
5878.67,1015,5966848,0,0,0,0,9
4096,700,2867200,0,0,0,0,9
4033.72,2491,10048000,0,0,0,0,9
3331.17,1695,5646336,0,0,0,0,9
3613.5,2430,8780800,0,0,0,0,9
5202.37,2387,12418048,0,0,0,0,9
3199.26,2768,8855552,0,0,0,0,9
3455.44,2748,9495552,0,0,0,0,9
8316.5,658,5472256,0,0,0,0,9
3412.63,9940,33921536,0,0,0,0,9
4000.15,1047,4188160,0,0,0,0,9
4258.94,7042,29991424,0,0,0,0,9
3734.17,2015,7524352,0,0,0,0,9
3896.73,2649,10322432,0,0,0,0,9
3881.38,11642,45187072,1,1,0,0,9
4857.28,3808,18496512,0,0,0,0,9
3660.33,7251,26541056,0,0,0,0,9
3898.04,7221,28147712,0,0,0,0,9
3750.26,10689,40086528,0,0,0,0,9
3907.82,11226,43869184,1,1,0,0,9
3908.3,10701,41822720,1,1,0,0,9
3900.64,10714,41791488,1,1,0,0,9
4797.36,3826,18354688,0,0,0,0,9
3683.08,7307,26912256,0,0,0,0,9
3764.06,11169,42040832,1,1,0,0,9
26201.1,4842,126865920,1,1,-0.000152548,0,9
3054.53,16764,51206144,0,0,0,0,9
9012.78,6956,62692864,1,1,-0.000488019,0,9
3037.31,25269,76749824,1,1,-0.0497538,0,9
9685.95,3543,34317312,1,1,0,0,9
3262.73,9304,30356480,0,0,0,0,9
5387.64,4312,23231488,0,0,0,0,9
3059.68,16792,51378176,1,1,0.0376747,1,9
7333.19,3834,28115456,0,0,0,0,9
2902.6,15457,44865536,1,1,0,0,9
20008.1,728,14565888,0,0,0,0,9
4264.82,6187,26386432,0,0,0,0,9
4881.49,7496,36591616,1,1,-0.370201,0,9
3358.82,1196,4017152,0,0,0,0,9
2348.33,5186,12178432,0,0,0,0,9
2306.12,11483,26481152,0,0,0,0,9
6293.09,9042,56902144,1,1,0,0,9
3232.14,27566,89097216,1,1,-0.134232,0,0
47051.4,3428,161292288,1,1,-2.90453e-05,0,9
2772.97,9835,27272192,0,0,0,0,9
142913,2826,403872256,1,1,0,0,9
2965.68,8572,25421824,0,0,0,0,9
12011.7,4782,57439744,1,1,0.000350442,0,9
5649.87,3724,21040128,0,0,0,0,9
2172.12,13246,28771840,0,0,0,0,9
7001.02,4857,34003968,1,1,0,0,9
5746.77,3792,21791744,0,0,0,0,9
3144.74,1281,4028416,0,0,0,0,9
3212.39,1105,3549696,0,0,0,0,9
3050.28,2004,6112768,0,0,0,0,9
2496.23,8784,21926912,0,0,0,0,9
29871.9,1010,30170624,0,0,0,0,9
4600.75,2118,9744384,0,0,0,0,9
3114.77,7913,24647168,0,0,0,0,9
4904.66,6629,32513024,0,0,0,0,9
9744.72,2726,26564096,1,1,-0.159373,0,9
2249.88,11098,24969216,0,0,0,0,9
2924.77,1937,5665280,0,0,0,0,9
3760.98,1001,3764736,0,0,0,0,9
2619.73,3223,8443392,0,0,0,0,9
2534.35,1078,2732032,0,0,0,0,9
2341.87,1129,2643968,0,0,0,0,9
3095.6,1193,3693056,0,0,0,0,9
2903.1,1740,5051392,0,0,0,0,9
16887.9,1526,25771008,0,0,0.00274043,0,9
5724.02,1174,6720000,0,0,0,0,9
8357.2,1531,12794880,0,0,0,0,9
2576.13,6222,16028672,0,0,0,0,9
2928.09,1722,5042176,0,0,0,0,9
6923.01,2489,17231360,0,0,0,0,9
5185.51,1993,10334720,0,0,0,0,9
4278.68,838,3585536,0,0,0,0,9
4096,1131,4632576,0,0,0,0,9
4197.43,11943,50129920,1,1,0.0808426,1,9
3833.32,1534,5880320,0,0,0,0,9
2608.05,2014,5252608,0,0,0,0,9
2712.11,1370,3715584,0,0,0,0,9
2449.96,2038,4993024,0,0,0,0,9
2934.42,1109,3254272,0,0,0,0,9
2716.07,1181,3207680,0,0,0,0,9
2316.18,4391,10170368,0,0,0,0,9
24157.6,1034,24978944,0,0,0,0,9
4378.42,3479,15232512,0,0,0,0,9
16087.1,1195,19224064,0,0,0,0,9
2823.62,3527,9958912,0,0,0,0,9
2716.27,1114,3025920,0,0,0,0,9
3497.26,1151,4025344,0,0,0,0,9
3098.06,1552,4808192,0,0,0,0,9
2560,2436,6236160,0,0,0,0,9
2253.34,7074,15940096,0,0,0,0,9
5961.6,7784,46405120,1,1,0.000174764,0,9
3352.24,19759,66236928,1,1,-0.0914559,0,9
2408.49,6708,16156160,0,0,0,0,9
65780.3,2012,132349952,0,0,-0.000327893,0,9
4306.51,4716,20309504,0,0,0,0,9
8523.7,1400,11933184,0,0,0,0,9
4323.39,4366,18875904,0,0,0,0,9
6178.8,3384,20909056,0,0,0,0,9
6641.53,1132,7518208,0,0,0,0,9
4179.24,1181,4935680,0,0,0,0,9
6896.9,1458,10055680,0,0,0,0,9
9617.18,1021,9819136,0,0,0,0,9
7732.8,1154,8923648,0,0,0,0,9
8999.38,1690,15208960,0,0,0,0,9
4097.42,5774,23658496,0,0,0,0,9
4096,3418,14000128,0,0,0,0,9
4099.69,7069,28980736,0,0,0,0,9
4136.56,25751,106520576,1,1,0,0,9
7114.5,21601,153680384,1,1,0,0,0
3398.75,1252,4255232,0,0,0,0,9
3061.3,1244,3808256,0,0,0,0,9
2133.06,2167,4622336,0,0,0,0,9
3213.92,1223,3930624,0,0,0,0,9
2116.81,50000,105840640,1,1,-0.000187507,0,0
2090.29,50000,104514560,1,1,0,0,0
2104.05,33160,69770240,1,1,0,0,0
85922.8,1330,114277376,0,0,0,0,9
4317.97,4138,17867776,0,0,0,0,9
5898.37,3679,21700096,1,1,0,0,9
11530.3,1494,17226240,0,0,0,0,9
4268.53,4671,19938304,0,0,0,0,9
6184.59,3519,21763584,0,0,0,0,9
56610.3,1448,81971712,0,0,0,0,9
4398.51,4541,19973632,0,0,0,0,9
20960.2,1063,22280704,0,0,0,0,9
3544.42,1229,4356096,0,0,0,0,9
4188.87,1450,6073856,0,0,0,0,9
19962.5,1209,24134656,0,0,0,0,9
5641.13,2018,11383808,0,0,0,0,9
3395.7,2004,6804992,0,0,0,0,9
8989.55,1343,12072960,0,0,0,0,9
4320.31,4492,19406848,0,0,0,0,9
9005.06,1335,12021760,0,0,0,0,9
4310.44,4503,19409920,0,0,0,0,9
6263.96,3470,21735936,0,0,0,0,9
5658.75,1952,11045888,0,0,0,0,9
4343.21,4225,18350080,0,0,0,0,9
3281.29,14123,46341632,1,1,0.0340066,1,9
2535.06,2772,7027200,0,0,0,0,9
2797.29,2162,6047744,0,0,0,0,9
2773.83,1803,5001216,0,0,0,0,9
15928.8,1344,21408256,0,0,0,0,9
4257.75,4479,19070464,1,1,0,0,9
5992.22,3778,22638592,0,0,0,0,9
7139.03,1414,10094592,0,0,0,0,9
4309.73,4784,20617728,0,0,0,0,9
8316.52,1398,11626496,0,0,0,0,9
4096,5771,23638016,0,0,0,0,9
4096,3821,15650816,0,0,0,0,9
4096,6174,25288704,0,0,0,0,0
4128.58,32057,132349952,1,1,0,0,9
4373.16,50000,218657792,1,1,2.56278e-06,0,0
2127.67,26014,55349248,1,1,0,0,0
2817.78,1295,3649024,0,0,0,0,9
3168.99,1325,4198912,0,0,0,0,9
2109.44,50000,105472000,1,1,-0.000140431,0,0
2107.6,37824,79717888,1,1,0,0,9
20771.7,6757,140354560,1,1,-0.000131465,0,9
3177.99,17004,54038528,1,1,-0.0216276,0,9
2377.53,5278,12548608,0,0,0,0,9
19758.8,3937,77790208,1,1,-0.00147135,0,9
4360.91,12988,56639488,1,1,0,0,9
